,Total population,Hispanic or Latino,One race total,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Two or More Races
"Block 1007, Block Group 1, Census Tract 478.02, San Francisco County, California",20,0,20,15,0,0,5,0,0,0
"Block 1008, Block Group 1, Census Tract 478.02, San Francisco County, California",41,6,41,22,0,0,19,0,0,0
"Block 2000, Block Group 2, Census Tract 478.02, San Francisco County, California",196,5,192,73,8,3,107,0,1,4
"Block 2001, Block Group 2, Census Tract 478.02, San Francisco County, California",242,33,233,102,7,0,105,2,17,9
"Block 2002, Block Group 2, Census Tract 478.02, San Francisco County, California",150,5,144,54,4,0,86,0,0,6
"Block 2003, Block Group 2, Census Tract 478.02, San Francisco County, California",205,7,199,103,7,0,84,4,1,6
"Block 2004, Block Group 2, Census Tract 478.02, San Francisco County, California",194,15,180,79,3,1,87,1,9,14
"Block 2005, Block Group 2, Census Tract 478.02, San Francisco County, California",150,2,144,56,0,0,87,1,0,6
"Block 3000, Block Group 3, Census Tract 478.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 3001, Block Group 3, Census Tract 478.02, San Francisco County, California",259,7,245,87,1,0,152,2,3,14
"Block 3002, Block Group 3, Census Tract 478.02, San Francisco County, California",198,9,191,73,0,0,115,0,3,7
"Block 3003, Block Group 3, Census Tract 478.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 3004, Block Group 3, Census Tract 478.02, San Francisco County, California",298,12,293,89,2,0,199,3,0,5
"Block 3005, Block Group 3, Census Tract 478.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 3006, Block Group 3, Census Tract 478.02, San Francisco County, California",269,21,255,103,6,0,137,1,8,14
"Block 3007, Block Group 3, Census Tract 478.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 3008, Block Group 3, Census Tract 478.02, San Francisco County, California",309,9,296,95,1,3,195,0,2,13
"Block 3009, Block Group 3, Census Tract 478.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 3010, Block Group 3, Census Tract 478.02, San Francisco County, California",134,3,131,32,0,0,99,0,0,3
"Block 1000, Block Group 1, Census Tract 479.01, San Francisco County, California",174,1,163,76,0,0,85,2,0,11
"Block 1001, Block Group 1, Census Tract 479.01, San Francisco County, California",188,1,185,60,5,0,119,1,0,3
"Block 1002, Block Group 1, Census Tract 479.01, San Francisco County, California",203,5,199,75,2,0,122,0,0,4
"Block 1003, Block Group 1, Census Tract 479.01, San Francisco County, California",238,9,231,79,2,1,148,1,0,7
"Block 1004, Block Group 1, Census Tract 479.01, San Francisco County, California",102,2,100,37,2,0,61,0,0,2
"Block 1005, Block Group 1, Census Tract 479.01, San Francisco County, California",155,11,150,53,2,0,93,0,2,5
"Block 2000, Block Group 2, Census Tract 479.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2001, Block Group 2, Census Tract 479.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2002, Block Group 2, Census Tract 479.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2003, Block Group 2, Census Tract 479.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2004, Block Group 2, Census Tract 479.01, San Francisco County, California",8,2,7,6,1,0,0,0,0,1
"Block 2005, Block Group 2, Census Tract 479.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2006, Block Group 2, Census Tract 479.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2007, Block Group 2, Census Tract 479.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2008, Block Group 2, Census Tract 479.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2009, Block Group 2, Census Tract 479.01, San Francisco County, California",92,16,86,77,0,0,4,0,5,6
"Block 2010, Block Group 2, Census Tract 479.01, San Francisco County, California",340,16,324,228,6,1,84,0,5,16
"Block 2011, Block Group 2, Census Tract 479.01, San Francisco County, California",280,15,269,170,30,0,65,0,4,11
"Block 2012, Block Group 2, Census Tract 479.01, San Francisco County, California",4,0,3,3,0,0,0,0,0,1
"Block 2013, Block Group 2, Census Tract 479.01, San Francisco County, California",192,10,187,105,2,0,77,2,1,5
"Block 2014, Block Group 2, Census Tract 479.01, San Francisco County, California",217,20,199,94,11,1,89,0,4,18
"Block 2015, Block Group 2, Census Tract 479.01, San Francisco County, California",187,9,177,73,2,1,99,0,2,10
"Block 2016, Block Group 2, Census Tract 479.01, San Francisco County, California",217,14,200,147,1,2,48,1,1,17
"Block 3000, Block Group 3, Census Tract 479.01, San Francisco County, California",143,9,138,61,0,0,74,0,3,5
"Block 3001, Block Group 3, Census Tract 479.01, San Francisco County, California",167,10,157,67,3,0,84,0,3,10
"Block 3002, Block Group 3, Census Tract 479.01, San Francisco County, California",214,12,206,95,6,4,95,0,6,8
"Block 3003, Block Group 3, Census Tract 479.01, San Francisco County, California",175,10,168,68,5,1,92,0,2,7
"Block 3004, Block Group 3, Census Tract 479.01, San Francisco County, California",197,5,192,73,11,0,105,0,3,5
"Block 3005, Block Group 3, Census Tract 479.01, San Francisco County, California",165,9,163,79,0,0,84,0,0,2
"Block 3006, Block Group 3, Census Tract 479.01, San Francisco County, California",197,9,193,84,2,0,105,0,2,4
"Block 3007, Block Group 3, Census Tract 479.01, San Francisco County, California",204,24,195,89,2,2,99,0,3,9
"Block 4000, Block Group 4, Census Tract 479.01, San Francisco County, California",158,12,147,49,6,0,90,0,2,11
"Block 4001, Block Group 4, Census Tract 479.01, San Francisco County, California",180,3,179,61,6,1,109,0,2,1
"Block 4002, Block Group 4, Census Tract 479.01, San Francisco County, California",211,7,196,82,2,0,105,0,7,15
"Block 4003, Block Group 4, Census Tract 479.01, San Francisco County, California",221,13,215,71,9,0,133,0,2,6
"Block 4004, Block Group 4, Census Tract 479.01, San Francisco County, California",146,1,140,58,4,0,78,0,0,6
"Block 4005, Block Group 4, Census Tract 479.01, San Francisco County, California",196,19,180,83,1,1,83,0,12,16
"Block 4006, Block Group 4, Census Tract 479.01, San Francisco County, California",204,14,194,66,0,0,126,2,0,10
"Block 5000, Block Group 5, Census Tract 479.01, San Francisco County, California",194,17,180,91,8,0,78,0,3,14
"Block 5001, Block Group 5, Census Tract 479.01, San Francisco County, California",67,6,64,37,2,1,24,0,0,3
"Block 5002, Block Group 5, Census Tract 479.01, San Francisco County, California",87,1,82,62,0,0,20,0,0,5
"Block 5003, Block Group 5, Census Tract 479.01, San Francisco County, California",94,12,89,76,0,1,9,0,3,5
"Block 5004, Block Group 5, Census Tract 479.01, San Francisco County, California",66,4,59,36,0,0,23,0,0,7
"Block 5005, Block Group 5, Census Tract 479.01, San Francisco County, California",160,22,155,77,4,0,63,0,11,5
"Block 5006, Block Group 5, Census Tract 479.01, San Francisco County, California",188,14,177,87,7,1,81,0,1,11
"Block 5007, Block Group 5, Census Tract 479.01, San Francisco County, California",169,11,152,62,12,2,75,0,1,17
"Block 1000, Block Group 1, Census Tract 479.02, San Francisco County, California",169,17,159,105,3,1,46,0,4,10
"Block 1001, Block Group 1, Census Tract 479.02, San Francisco County, California",90,8,86,42,2,0,40,0,2,4
"Block 1002, Block Group 1, Census Tract 479.02, San Francisco County, California",111,8,104,66,0,1,32,0,5,7
"Block 1003, Block Group 1, Census Tract 479.02, San Francisco County, California",58,0,47,21,2,0,23,0,1,11
"Block 1004, Block Group 1, Census Tract 479.02, San Francisco County, California",26,5,22,13,1,0,7,0,1,4
"Block 1005, Block Group 1, Census Tract 479.02, San Francisco County, California",52,7,49,27,3,1,17,0,1,3
"Block 1006, Block Group 1, Census Tract 479.02, San Francisco County, California",60,1,59,34,0,0,25,0,0,1
"Block 1007, Block Group 1, Census Tract 479.02, San Francisco County, California",120,13,119,81,0,0,32,0,6,1
"Block 1008, Block Group 1, Census Tract 479.02, San Francisco County, California",119,2,112,70,0,0,42,0,0,7
"Block 1009, Block Group 1, Census Tract 479.02, San Francisco County, California",154,9,138,102,2,0,32,0,2,16
"Block 2000, Block Group 2, Census Tract 479.02, San Francisco County, California",160,23,150,82,4,0,62,0,2,10
"Block 2001, Block Group 2, Census Tract 479.02, San Francisco County, California",174,9,168,65,2,3,97,0,1,6
"Block 2002, Block Group 2, Census Tract 479.02, San Francisco County, California",234,23,219,121,5,0,86,0,7,15
"Block 2003, Block Group 2, Census Tract 479.02, San Francisco County, California",46,1,43,27,1,0,15,0,0,3
"Block 2004, Block Group 2, Census Tract 479.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2005, Block Group 2, Census Tract 479.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2006, Block Group 2, Census Tract 479.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2007, Block Group 2, Census Tract 479.02, San Francisco County, California",220,10,212,91,1,0,117,0,3,8
"Block 2008, Block Group 2, Census Tract 479.02, San Francisco County, California",196,10,193,95,0,1,94,1,2,3
"Block 2009, Block Group 2, Census Tract 479.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2010, Block Group 2, Census Tract 479.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2011, Block Group 2, Census Tract 479.02, San Francisco County, California",180,12,172,78,0,0,85,0,9,8
"Block 2012, Block Group 2, Census Tract 479.02, San Francisco County, California",164,9,155,86,0,0,65,0,4,9
"Block 3000, Block Group 3, Census Tract 479.02, San Francisco County, California",203,20,193,69,7,0,111,0,6,10
"Block 3001, Block Group 3, Census Tract 479.02, San Francisco County, California",131,9,129,63,1,0,58,0,7,2
"Block 3002, Block Group 3, Census Tract 479.02, San Francisco County, California",182,3,182,82,2,0,98,0,0,0
"Block 3003, Block Group 3, Census Tract 479.02, San Francisco County, California",4,0,4,1,0,0,2,1,0,0
"Block 3004, Block Group 3, Census Tract 479.02, San Francisco County, California",227,9,221,85,6,0,130,0,0,6
"Block 3005, Block Group 3, Census Tract 479.02, San Francisco County, California",221,9,208,86,2,0,120,0,0,13
"Block 3006, Block Group 3, Census Tract 479.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 3007, Block Group 3, Census Tract 479.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 3008, Block Group 3, Census Tract 479.02, San Francisco County, California",235,20,226,85,3,1,130,0,7,9
"Block 1000, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1001, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1002, Block Group 1, Census Tract 601, San Francisco County, California",5,2,5,3,1,1,0,0,0,0
"Block 1003, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1004, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1005, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1006, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1007, Block Group 1, Census Tract 601, San Francisco County, California",1,0,1,0,1,0,0,0,0,0
"Block 1008, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1009, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1010, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1011, Block Group 1, Census Tract 601, San Francisco County, California",1,0,1,1,0,0,0,0,0,0
"Block 1012, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1013, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1014, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1015, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1016, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1017, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1018, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1019, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1020, Block Group 1, Census Tract 601, San Francisco County, California",703,60,653,512,34,6,83,2,16,50
"Block 1021, Block Group 1, Census Tract 601, San Francisco County, California",164,23,155,131,7,1,12,0,4,9
"Block 1022, Block Group 1, Census Tract 601, San Francisco County, California",201,18,183,152,1,0,20,0,10,18
"Block 1023, Block Group 1, Census Tract 601, San Francisco County, California",151,23,134,116,1,2,13,0,2,17
"Block 1024, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1025, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1026, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1027, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1028, Block Group 1, Census Tract 601, San Francisco County, California",1,0,1,1,0,0,0,0,0,0
"Block 1029, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1030, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1031, Block Group 1, Census Tract 601, San Francisco County, California",55,4,54,53,0,0,1,0,0,1
"Block 1032, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1033, Block Group 1, Census Tract 601, San Francisco County, California",15,1,15,13,0,0,1,0,1,0
"Block 1034, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1035, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1036, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1037, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1038, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1039, Block Group 1, Census Tract 601, San Francisco County, California",40,0,40,35,0,0,5,0,0,0
"Block 1040, Block Group 1, Census Tract 601, San Francisco County, California",99,2,96,84,2,0,8,0,2,3
"Block 1041, Block Group 1, Census Tract 601, San Francisco County, California",39,0,39,36,0,0,3,0,0,0
"Block 1042, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1043, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1044, Block Group 1, Census Tract 601, San Francisco County, California",3,2,1,1,0,0,0,0,0,2
"Block 1045, Block Group 1, Census Tract 601, San Francisco County, California",40,4,39,35,1,0,3,0,0,1
"Block 1046, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1047, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1048, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1049, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1050, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1051, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1052, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1053, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1054, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1055, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1056, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1057, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1058, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1059, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1060, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1061, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1062, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1063, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1064, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1065, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1066, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1067, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1068, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1069, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1070, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1071, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1072, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1073, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1074, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1075, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1076, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1077, Block Group 1, Census Tract 601, San Francisco County, California",83,2,80,63,0,0,11,6,0,3
"Block 1078, Block Group 1, Census Tract 601, San Francisco County, California",2,0,1,1,0,0,0,0,0,1
"Block 1079, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1080, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1081, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1082, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1083, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1084, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1085, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1086, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1087, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1088, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1089, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1090, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1091, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1092, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1093, Block Group 1, Census Tract 601, San Francisco County, California",1,1,1,1,0,0,0,0,0,0
"Block 1094, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1095, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1096, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1097, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1098, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1099, Block Group 1, Census Tract 601, San Francisco County, California",14,0,12,10,0,0,2,0,0,2
"Block 1100, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1101, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1102, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1103, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1104, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1105, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1106, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1107, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1108, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1109, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1110, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1111, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1112, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1113, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1114, Block Group 1, Census Tract 601, San Francisco County, California",12,0,12,12,0,0,0,0,0,0
"Block 1115, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1116, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1117, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1118, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1119, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1120, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1121, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1122, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1123, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1124, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1125, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1126, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1127, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1128, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1129, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1130, Block Group 1, Census Tract 601, San Francisco County, California",21,3,21,21,0,0,0,0,0,0
"Block 1131, Block Group 1, Census Tract 601, San Francisco County, California",64,0,61,55,0,0,6,0,0,3
"Block 1132, Block Group 1, Census Tract 601, San Francisco County, California",609,45,561,479,13,1,40,6,22,48
"Block 1133, Block Group 1, Census Tract 601, San Francisco County, California",29,1,26,22,0,0,4,0,0,3
"Block 1134, Block Group 1, Census Tract 601, San Francisco County, California",18,0,18,17,0,0,1,0,0,0
"Block 1135, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1136, Block Group 1, Census Tract 601, San Francisco County, California",40,10,35,33,0,0,1,0,1,5
"Block 1137, Block Group 1, Census Tract 601, San Francisco County, California",46,1,45,45,0,0,0,0,0,1
"Block 1138, Block Group 1, Census Tract 601, San Francisco County, California",46,0,45,45,0,0,0,0,0,1
"Block 1139, Block Group 1, Census Tract 601, San Francisco County, California",37,5,33,33,0,0,0,0,0,4
"Block 1140, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1141, Block Group 1, Census Tract 601, San Francisco County, California",28,0,28,28,0,0,0,0,0,0
"Block 1142, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1143, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1144, Block Group 1, Census Tract 601, San Francisco County, California",11,0,11,11,0,0,0,0,0,0
"Block 1145, Block Group 1, Census Tract 601, San Francisco County, California",129,1,120,115,0,0,5,0,0,9
"Block 1146, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1147, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1148, Block Group 1, Census Tract 601, San Francisco County, California",43,1,40,34,0,0,2,0,4,3
"Block 1149, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1150, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1151, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1152, Block Group 1, Census Tract 601, San Francisco County, California",55,2,55,50,0,0,3,0,2,0
"Block 1153, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1154, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1155, Block Group 1, Census Tract 601, San Francisco County, California",68,6,64,60,1,0,2,0,1,4
"Block 1156, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1157, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1158, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1159, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1160, Block Group 1, Census Tract 601, San Francisco County, California",1,0,0,0,0,0,0,0,0,1
"Block 1161, Block Group 1, Census Tract 601, San Francisco County, California",40,2,38,27,3,0,8,0,0,2
"Block 1162, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1163, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1164, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1165, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1166, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1167, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1168, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1169, Block Group 1, Census Tract 601, San Francisco County, California",22,2,15,13,0,0,2,0,0,7
"Block 1170, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1171, Block Group 1, Census Tract 601, San Francisco County, California",6,0,6,0,0,0,0,6,0,0
